DBCODE,ENTITY,STANDID,YEAR_BEGIN,YEAR_END,SPECIES,DELTA_TPH_NHA,DELTA_BA_M2HA,DELTA_VOL_M3HA,DELTA_BIO_MGHA,DELTA_JENKBIO_MGHA,MEAN_ANNUAL_NPP,NO_PLOTS
TP001,7,AV06,1978,1983,TSHE,0,1.3911,19.8966,8.3566,8.0614,1.6713,16
TP001,7,AV06,1983,1988,ABAM,0,0.9332,13.7011,5.7133,6.0454,1.5279,16
TP001,7,AV06,1983,1988,ALL,0,1.285,12.2166,5.1365,6.7716,1.4978,16
TP001,7,AV06,1983,1988,CHNO,0,0.0285,0.444,0.1807,0.1452,0.0361,16
TP001,7,AV06,1983,1988,PIMO,0,0,0,0,0,0,16
TP001,7,AV06,1983,1988,PSME,0,0.1746,4.9644,2.229,2.5027,0.4458,16
TP001,7,AV06,1983,1988,THPL,0,0.0731,0.8557,0.2678,0.3852,0.0536,16
TP001,7,AV06,1983,1988,TSHE,0,0.0756,-7.7485,-3.2544,-2.3069,-0.6086,16
TP001,7,AV06,1988,1993,ABAM,0,-0.0246,0.4917,0.2051,0.1156,0.798,16
TP001,7,AV06,1988,1993,ALL,0,0.0529,-5.3617,-2.3937,-1.5298,2.4177,16
TP001,7,AV06,1988,1993,CHNO,0,0.022,0.3314,0.1349,0.1104,0.027,16
TP001,7,AV06,1988,1993,PSME,0,0.0208,0.5406,0.2427,0.2714,0.0485,16
TP001,7,AV06,1988,1993,THPL,0,0.1107,1.4179,0.4438,0.617,0.0888,16
TP001,7,AV06,1988,1993,TSHE,0,-0.076,-8.1434,-3.4202,-2.6442,1.4554,16
TP001,7,AV06,1993,1998,ABAM,0,-0.3114,-2.4555,-1.0239,-1.243,1.2808,16
TP001,7,AV06,1993,1998,ALL,0,-0.0122,-6.5001,-2.8148,-1.6576,2.9745,16
TP001,7,AV06,1993,1998,CHNO,0,0.0441,0.7091,0.2886,0.228,0.0577,16
TP001,7,AV06,1993,1998,PSME,0,0.1006,2.7707,1.2441,1.3948,0.2488,16
TP001,7,AV06,1993,1998,THPL,0,0.1167,1.5258,0.4776,0.6569,0.0955,16
TP001,7,AV06,1993,1998,TSHE,0,0.0378,-9.0502,-3.8011,-2.6942,1.2917,16
TP001,7,AV06,1998,2007,ABAM,0,-0.2867,-1.0436,-0.4352,-0.6891,1.0683,16
TP001,7,AV06,1998,2007,ALL,0,0.5277,9.0088,3.6299,4.2207,2.9458,16
TP001,7,AV06,1998,2007,CHNO,0,0.0918,1.4924,0.6074,0.4768,0.0675,16
TP001,7,AV06,1998,2007,PSME,0,0.1814,5.0356,2.261,2.5359,0.2512,16
TP001,7,AV06,1998,2007,THPL,0,0.2017,2.6501,0.8295,1.1433,0.0922,16
TP001,7,AV06,1998,2007,TSHE,0,0.3395,0.8744,0.3672,0.7539,1.4667,16
TP001,7,AV14,1978,1984,ABAM,0,-0.2864,-4.052,-1.6897,-1.8243,-0.2816,16
TP001,7,AV14,1978,1984,ALL,0,0.6973,22.019,9.1909,7.1197,1.5318,16
TP001,7,AV14,1978,1984,CHNO,0,0.1556,5.3237,2.1667,1.4707,0.3611,16
TP001,7,AV14,1978,1984,TSHE,0,0.8281,20.7473,8.7139,7.4733,1.4523,16
TP001,7,AV14,1984,1990,ABAM,0,-0.1515,3.4087,1.4214,0.9663,2.1985,16
TP001,7,AV14,1984,1990,ALL,0,0.8032,26.4077,11.0008,8.9816,4.835,16
TP001,7,AV14,1984,1990,CHNO,0,0.2322,6.1682,2.5104,1.8048,0.4653,16
TP001,7,AV14,1984,1990,TSHE,0,0.7225,16.8309,7.069,6.2105,2.1712,16
TP001,7,AV14,1990,1995,ABAM,0,-0.4981,-7.152,-2.9824,-3.2084,1.8192,16
TP001,7,AV14,1990,1995,ALL,0,-1.3062,-33.685,-14.1431,-12.465,0.671,16
TP001,7,AV14,1990,1995,CHNO,0,0.0485,1.2973,0.528,0.3663,0.1056,16
TP001,7,AV14,1990,1995,TSHE,0,-0.8566,-27.8303,-11.6887,-9.6229,-1.2537,16
TP001,7,AV14,1995,2000,ABAM,0,-2.2509,-61.1858,-25.5145,-24.3229,-2.6104,16
TP001,7,AV14,1995,2000,ALL,0,-6.6722,-157.3224,-64.4688,-53.8462,-5.6155,16
TP001,7,AV14,1995,2000,CHNO,0,-4.9065,-109.4669,-44.553,-34.24,-8.9106,16
TP001,7,AV14,1995,2000,TSHE,0,0.4852,13.3302,5.5987,4.7166,5.9055,16
TP001,7,AV14,2000,2008,ABAM,0,-2.5838,-37.8892,-15.7998,-16.7683,2.4176,16
TP001,7,AV14,2000,2008,ALL,0,-2.3477,-34.7838,-14.4262,-12.9959,9.4716,16
TP001,7,AV14,2000,2008,CHNO,0,0.1609,-5.3326,-2.1704,1.1255,5.4179,16
TP001,7,AV14,2000,2008,TSHE,0,0.0752,8.438,3.544,2.6469,1.6362,16
TP001,7,AX15,1978,1983,ABAM,0,0.0154,0.2016,0.0841,0.0917,0.0168,16
TP001,7,AX15,1978,1983,ALL,0,1.2794,25.4855,10.319,10.0058,2.0638,16
TP001,7,AX15,1978,1983,CHNO,0,0,0,0,0,0,16
TP001,7,AX15,1978,1983,PSME,0,-0.5839,-4.3977,-1.9746,-2.0608,-0.3949,16
TP001,7,AX15,1978,1983,THPL,0,0.2689,2.3995,0.751,1.2481,0.1502,16
TP001,7,AX15,1978,1983,TSHE,0,1.579,27.2821,11.4585,10.7268,2.2917,16
TP001,7,AX15,1983,1988,ABAM,0,0.0173,0.2277,0.0949,0.103,0.019,16
TP001,7,AX15,1983,1988,ALL,0,0.464,13.939,5.0737,3.9869,2.7234,16
TP001,7,AX15,1983,1988,CHNO,0,0,0,0,0,0,16
TP001,7,AX15,1983,1988,PSME,0,-1.4522,-17.9622,-8.065,-8.7275,0.0814,16
TP001,7,AX15,1983,1988,THPL,0,0.214,2.4213,0.7579,1.1203,0.1516,16
TP001,7,AX15,1983,1988,TSHE,0,1.6849,29.2522,12.2859,11.4911,2.4715,16
TP001,7,AX15,1988,1993,ABAM,0,0.0133,0.186,0.0776,0.0835,0.0155,16
TP001,7,AX15,1988,1993,ALL,0,-0.062,7.1522,2.1994,1.087,3.0243,16
TP001,7,AX15,1988,1993,CHNO,0,0,0,0,0,0,16
TP001,7,AX15,1988,1993,PSME,0,-1.5524,-19.4649,-8.7397,-9.4615,0.8115,16
TP001,7,AX15,1988,1993,THPL,0,0.2282,2.2385,0.7006,1.1086,0.1401,16
TP001,7,AX15,1988,1993,TSHE,0,1.2489,24.1927,10.1609,9.3562,2.0572,16
TP001,7,AX15,1993,1998,ABAM,0,-0.0913,-0.543,-0.2264,-0.2861,-0.0453,16
TP001,7,AX15,1993,1998,ALL,0,0.4608,16.3869,6.2822,5.249,4.2251,16
TP001,7,AX15,1993,1998,CHNO,0,-0.0006,-0.0046,-0.0019,-0.002,-0.0004,16
TP001,7,AX15,1993,1998,PSME,0,-0.9463,-11.4471,-5.1398,-5.551,1.8033,16
TP001,7,AX15,1993,1998,THPL,0,0.2223,2.5234,0.7898,1.1634,0.158,16
TP001,7,AX15,1993,1998,TSHE,0,1.2767,25.8583,10.8605,9.9248,2.3095,16
TP001,7,AX15,1998,2008,ABAM,0,0.0266,0.3951,0.1647,0.1755,0.0449,16
TP001,7,AX15,1998,2008,ALL,0,4.2086,85.5237,35.6394,35.0182,4.6692,16
TP001,7,AX15,1998,2008,CHNO,0,-0.0216,-0.1466,-0.0597,-0.0747,-0.006,16
TP001,7,AX15,1998,2008,PSME,0,0.4437,13.8301,6.2097,6.9495,1.5859,16
TP001,7,AX15,1998,2008,THPL,0,0.6302,6.3775,1.9962,3.1011,0.2028,16
TP001,7,AX15,1998,2008,TSHE,0,3.1297,65.0676,27.3284,24.8668,2.8416,16
TP001,7,BPNF,1981,1986,ABAM,0,-0.0639,-1.5346,-0.6399,-0.6548,-0.128,10
TP001,7,BPNF,1981,1986,ABGR,0,0.0019,0.0168,0.0059,0.0102,0.0012,10
TP001,7,BPNF,1981,1986,ABPR,0,2.7197,39.6859,14.6838,20.5291,2.9368,10
TP001,7,BPNF,1981,1986,ALL,0,3.1664,47.2549,18.0473,24.1274,3.6095,10
TP001,7,BPNF,1981,1986,PIMO,0,-0.0002,-0.0026,-0.001,-0.0012,-0.0002,10
TP001,7,BPNF,1981,1986,PSME,0,0.3258,6.2958,2.8268,3.1182,0.5654,10
TP001,7,BPNF,1981,1986,THPL,0,0.0003,0.0011,0.0003,0.001,0.0001,10
TP001,7,BPNF,1981,1986,TSHE,0,0.1771,2.6946,1.1317,1.0749,0.2263,10
TP001,7,BPNF,1981,1986,TSME,0,0.0057,0.0979,0.0396,0.0501,0.0079,10
TP001,7,BPNF,1986,1991,ABAM,0,-0.0035,0.2951,0.1231,0.0959,0.6685,10
TP001,7,BPNF,1986,1991,ABGR,0,0.001,0.0087,0.0031,0.0053,0.0006,10
TP001,7,BPNF,1986,1991,ABPR,0,0.5227,21.5704,7.9811,8.9739,1.9151,10
TP001,7,BPNF,1986,1991,ALL,0,0.3016,20.8767,7.602,8.4306,2.5343,10
TP001,7,BPNF,1986,1991,PIMO,0,0.0026,0.0244,0.0093,0.0113,0.0019,10
TP001,7,BPNF,1986,1991,PSME,0,-0.3222,-2.9118,-1.3074,-1.39,-0.2129,10
TP001,7,BPNF,1986,1991,THPL,0,0.0005,0.0017,0.0005,0.0016,0.0001,10
TP001,7,BPNF,1986,1991,TSHE,0,0.0977,1.8447,0.7748,0.71,0.1575,10
TP001,7,BPNF,1986,1991,TSME,0,0.0028,0.0435,0.0176,0.0226,0.0035,10
TP001,7,BPNF,1991,1996,ABAM,0,0.1167,2.3248,0.9695,0.9599,0.5414,10
TP001,7,BPNF,1991,1996,ABGR,0,0.0048,0.0437,0.0153,0.026,0.0031,10
TP001,7,BPNF,1991,1996,ABPR,0,0.5476,27.2549,10.0843,10.8832,3.2937,10
TP001,7,BPNF,1991,1996,ALL,0,0.2799,26.8736,9.7528,10.2795,4.3166,10
TP001,7,BPNF,1991,1996,PIMO,0,-0.0021,-0.0192,-0.0073,-0.0089,-0.0015,10
TP001,7,BPNF,1991,1996,PSME,0,-0.5475,-5.5871,-2.5086,-2.6909,0.1724,10
TP001,7,BPNF,1991,1996,THPL,0,-0.0007,-0.0022,-0.0007,-0.0021,-0.0001,10
TP001,7,BPNF,1991,1996,TSHE,0,0.1699,2.844,1.1945,1.114,0.3065,10
TP001,7,BPNF,1991,1996,TSME,0,-0.0088,0.0146,0.0059,-0.0019,0.0012,10
TP001,7,BPNF,1996,2001,ABAM,0,0.329,4.8533,2.0238,2.1253,0.6479,10
TP001,7,BPNF,1996,2001,ABGR,0,-0.0025,-0.0225,-0.0079,-0.0133,-0.0016,10
TP001,7,BPNF,1996,2001,ABPR,0,2.5952,47.0827,17.4206,22.5742,4.7533,10
TP001,7,BPNF,1996,2001,ALL,0,3.1076,57.1503,21.6965,26.986,6.7578,10
TP001,7,BPNF,1996,2001,PIMO,0,0.0003,0.0027,0.001,0.0012,0.0002,10
TP001,7,BPNF,1996,2001,PSME,0,0.0016,2.0934,0.94,1.0713,1.0598,10
TP001,7,BPNF,1996,2001,THPL,0,0,0,0,0,0,10
TP001,7,BPNF,1996,2001,TSHE,0,0.1838,3.133,1.3159,1.2236,0.2911,10
TP001,7,BPNF,1996,2001,TSME,0,0.0002,0.0076,0.0031,0.0036,0.0071,10
TP001,7,BPNF,2001,2006,ABAM,0,-0.2984,-4.987,-2.0796,-2.1945,-0.3296,10
TP001,7,BPNF,2001,2006,ABGR,0,0.0018,0.0159,0.0056,0.0095,0.0011,10
TP001,7,BPNF,2001,2006,ABPR,0,1.1786,36.381,13.461,15.3862,3.2268,10
TP001,7,BPNF,2001,2006,ALL,0,0.4568,28.4064,9.9351,11.4305,2.9488,10
TP001,7,BPNF,2001,2006,PIMO,0,-0.0006,-0.0053,-0.002,-0.0025,-0.0004,10
TP001,7,BPNF,2001,2006,PSME,0,-0.6152,-6.5165,-2.9259,-3.1389,-0.2509,10
TP001,7,BPNF,2001,2006,THPL,0,-0.0001,-0.0005,-0.0002,-0.0005,0,10
TP001,7,BPNF,2001,2006,TSHE,0,0.1842,3.4078,1.4313,1.3147,0.2929,10
TP001,7,BPNF,2001,2006,TSME,0,0.0065,0.1109,0.0449,0.0566,0.009,10
TP001,7,BRNA,1977,1984,ABAM,0,0.0006,0.0038,0.0016,0.002,0.0002,16
TP001,7,BRNA,1977,1984,ALL,0,4.3843,104.9385,46.0809,50.4157,6.583,16
TP001,7,BRNA,1977,1984,PSME,0,3.4402,86.3113,38.7538,43.2734,5.5363,16
TP001,7,BRNA,1977,1984,TABR,0,0.0024,0.0106,0.0063,0.0054,0.0009,16
TP001,7,BRNA,1977,1984,THPL,0,0.3286,4.656,1.4573,1.9257,0.2082,16
TP001,7,BRNA,1977,1984,TSHE,0,0.6125,13.9569,5.8619,5.2093,0.8374,16
TP001,7,BRNA,1984,1989,ABAM,0,0.004,0.0248,0.0103,0.0127,0.0021,16
TP001,7,BRNA,1984,1989,ALL,0,1.1297,35.9215,15.4534,16.6402,3.4519,16
TP001,7,BRNA,1984,1989,PSME,0,0.587,23.7104,10.646,12.0523,2.1292,16
TP001,7,BRNA,1984,1989,TABR,0,0.0001,0.0005,0.0003,0.0002,0.0001,16
TP001,7,BRNA,1984,1989,THPL,0,0.2103,3.0026,0.9398,1.2412,0.188,16
TP001,7,BRNA,1984,1989,TSHE,0,0.3283,9.1832,3.8569,3.3338,1.1326,16
TP001,7,BRNA,1989,1995,ABAM,0,0.0007,0.0062,0.0026,0.0031,0.0004,16
TP001,7,BRNA,1989,1995,ALL,0,-8.8353,-162.0158,-73.1998,-80.8778,-9.6183,16
TP001,7,BRNA,1989,1995,PSME,0,-9.0029,-167.1699,-75.0593,-82.7428,-10.4158,16
TP001,7,BRNA,1989,1995,TABR,0,0.0002,0.0016,0.001,0.0008,0.0002,16
TP001,7,BRNA,1989,1995,THPL,0,0.1996,2.8553,0.8937,1.1804,0.1489,16
TP001,7,BRNA,1989,1995,TSHE,0,-0.0329,2.291,0.9622,0.6807,0.648,16
TP001,7,BRNA,1995,2001,ABAM,0,-0.0027,-0.012,-0.005,-0.0066,-0.0008,16
TP001,7,BRNA,1995,2001,ALL,0,2.6382,69.8846,30.3821,32.8522,22.8152,16
TP001,7,BRNA,1995,2001,PSME,0,1.7575,51.0628,22.9272,25.7336,20.7557,16
TP001,7,BRNA,1995,2001,TABR,0,0.0004,0.0024,0.0014,0.0011,0.0002,16
TP001,7,BRNA,1995,2001,THPL,0,0.2843,4.2123,1.3184,1.7204,0.2197,16
TP001,7,BRNA,1995,2001,TSHE,0,0.5987,14.6191,6.14,5.4038,1.8404,16
TP001,7,BRNA,2001,2006,ABAM,0,0.0005,0.0007,0.0003,0.0006,0.0008,16
TP001,7,BRNA,2001,2006,ALL,0,-0.4551,9.8644,4.048,4.5472,2.2462,16
TP001,7,BRNA,2001,2006,PSME,0,-0.4235,6.1763,2.7732,3.4121,1.7856,16
TP001,7,BRNA,2001,2006,TABR,0,0.0004,0.0026,0.0016,0.0013,0.0003,16
TP001,7,BRNA,2001,2006,THPL,0,0.1561,2.5671,0.8035,1.0029,0.161,16
TP001,7,BRNA,2001,2006,TSHE,0,-0.1886,1.1178,0.4695,0.1302,0.2984,16
TP001,7,CCNF,1978,1983,ABAM,0,0.568,6.2346,2.5998,2.9006,0.52,5
TP001,7,CCNF,1978,1983,ABPR,0,1.9918,48.208,17.837,23.2204,3.5674,5
TP001,7,CCNF,1978,1983,ALL,0,3.8994,83.1447,32.4917,36.7695,6.4983,5
TP001,7,CCNF,1978,1983,TSHE,0,1.3397,28.702,12.0549,10.6485,2.411,5
TP001,7,CCNF,1983,1989,ABAM,0,0.6549,7.6731,3.1997,3.519,0.5333,5
TP001,7,CCNF,1983,1989,ABPR,0,1.105,23.9909,8.8766,11.4008,1.4794,5
TP001,7,CCNF,1983,1989,ALL,0,1.966,30.705,11.6735,14.6658,1.9478,5
TP001,7,CCNF,1983,1989,TSHE,0,0.206,-0.959,-0.4028,-0.254,-0.065,5
TP001,7,CCNF,1989,1994,ABAM,0,0.6043,6.8746,2.8667,3.1595,0.6786,5
TP001,7,CCNF,1989,1994,ABPR,0,-1.2614,-24.9374,-9.2268,-11.2206,-1.8356,5
TP001,7,CCNF,1989,1994,ALL,0,1.395,21.4384,10.2304,6.849,5.2698,5
TP001,7,CCNF,1989,1994,TSHE,0,2.052,39.5013,16.5905,14.9101,6.4268,5
TP001,7,CCNF,1994,1999,ABAM,0,0.6437,7.0832,2.9537,3.2827,0.6877,5
TP001,7,CCNF,1994,1999,ABPR,0,-5.3526,-109.1273,-40.3771,-51.2111,-3.583,5
TP001,7,CCNF,1994,1999,ALL,0,-2.3594,-62.4676,-20.8013,-32.6378,0.4424,5
TP001,7,CCNF,1994,1999,TSHE,0,2.3495,39.5765,16.6221,15.2907,3.3376,5
TP001,7,CCNF,1999,2007,ABAM,0,1.1875,14.8014,6.1722,6.7354,0.7727,5
TP001,7,CCNF,1999,2007,ABPR,0,-3.3891,-62.5698,-23.1508,-29.8804,3.2843,5
TP001,7,CCNF,1999,2007,ALL,0,-0.8516,-24.2062,-7.0825,-14.1953,5.3065,5
TP001,7,CCNF,1999,2007,TSHE,0,1.35,23.5622,9.8961,8.9497,1.2494,5
TP001,7,CFMF,1981,1991,ABAM,0,-0.4193,-5.0244,-2.0952,-2.3102,0.3048,40
TP001,7,CFMF,1981,1991,ABGR,0,-0.1093,-1.6085,-0.563,-0.7953,-0.0094,40
TP001,7,CFMF,1981,1991,ABPR,0,0.0004,0.001,0.0004,0.0011,0,40
TP001,7,CFMF,1981,1991,ACMA,0,-0.1243,-1.9913,-0.8762,-1.0518,-0.0868,40
TP001,7,CFMF,1981,1991,ALL,0,-25.9877,-584.5412,-248.5396,-268.7188,-11.4017,40
TP001,7,CFMF,1981,1991,ALRU,0,0.9085,5.9251,2.1923,3.337,0.4228,40
TP001,7,CFMF,1981,1991,CONU,0,-0.015,-0.0969,-0.0562,-0.0531,0.0032,40
TP001,7,CFMF,1981,1991,PIMO,0,0.0447,0.6421,0.2459,0.2667,0.0494,40
TP001,7,CFMF,1981,1991,PSME,0,-15.7517,-394.7008,-177.2206,-198.0383,-13.7789,40
TP001,7,CFMF,1981,1991,RHPU,0,0.0012,0.0109,0.004,0.0059,0.0004,40
TP001,7,CFMF,1981,1991,TABR,0,0.0039,0.0477,0.0286,0.0202,0.0497,40
TP001,7,CFMF,1981,1991,THPL,0,-5.0083,-80.8753,-25.314,-29.3557,-1.9837,40
TP001,7,CFMF,1981,1991,TSHE,0,-5.5184,-106.8709,-44.8858,-40.7452,3.6268,40
TP001,7,CFMF,1991,1995,ABAM,0,-0.0234,-0.0008,-0.0003,-0.0217,0.7004,40
TP001,7,CFMF,1991,1995,ABGR,0,0.0274,0.2797,0.0979,0.1608,0.2094,40
TP001,7,CFMF,1991,1995,ABPR,0,0.0001,0.0004,0.0002,0.0005,0,40
TP001,7,CFMF,1991,1995,ACMA,0,0.0068,0.1051,0.0463,0.0546,0.2408,40
TP001,7,CFMF,1991,1995,ALL,0,0.463,-11.3,-6.3637,-6.1483,59.9184,40
TP001,7,CFMF,1991,1995,ALRU,0,0.9697,8.3355,3.0841,4.4254,0.7722,40
TP001,7,CFMF,1991,1995,CONU,0,0,0,0,0,0,40
TP001,7,CFMF,1991,1995,PIMO,0,0.0224,0.2879,0.1102,0.1267,0.0286,40
TP001,7,CFMF,1991,1995,PSME,0,-1.0653,-27.2863,-12.2515,-13.7053,41.9466,40
TP001,7,CFMF,1991,1995,RHPU,0,0.0018,0.0162,0.006,0.0088,0.0015,40
TP001,7,CFMF,1991,1995,TABR,0,0.0008,0.01,0.006,0.0042,0.0015,40
TP001,7,CFMF,1991,1995,THPL,0,0.2365,3.5745,1.1188,1.3675,4.9083,40
TP001,7,CFMF,1991,1995,TSHE,0,0.2862,3.3778,1.4187,1.4302,11.0947,40
TP001,7,CH01,1935,1940,ALL,0,3.4998,87.3578,36.8197,32.6419,7.3639,4
TP001,7,CH01,1935,1940,PISI,0,-0.1692,-2.0356,-0.7532,-0.7216,-0.1506,4
TP001,7,CH01,1935,1940,PSME,0,0.0447,0.9521,0.4275,0.4738,0.0855,4
TP001,7,CH01,1935,1940,TSHE,0,3.6243,88.4413,37.1453,32.8897,7.4291,4
TP001,7,CH01,1940,1945,ALL,0,2.9279,80.7583,34.0356,29.7703,9.7242,4
TP001,7,CH01,1940,1945,PISI,0,-0.1579,-1.7683,-0.6543,-0.6268,0.1463,4
TP001,7,CH01,1940,1945,PSME,0,0.0462,0.9904,0.4447,0.4931,0.0889,4
TP001,7,CH01,1940,1945,TSHE,0,3.0395,81.5362,34.2452,29.9039,9.489,4
TP001,7,CH01,1945,1955,ALL,0,-1.3088,28.1068,11.842,7.5117,2.1272,4
TP001,7,CH01,1945,1955,PISI,0,-0.0501,0.1949,0.0721,0.0694,0.1458,4
TP001,7,CH01,1945,1955,PSME,0,0.0741,1.6178,0.7264,0.8061,0.0726,4
TP001,7,CH01,1945,1955,TSHE,0,-1.3328,26.2941,11.0435,6.6362,1.9087,4
TP001,7,CH01,1955,1968,ALL,0,-1.4899,35.1669,14.6882,9.2648,4.869,4
TP001,7,CH01,1955,1968,PISI,0,0.1248,2.5217,0.933,0.8944,0.141,4
TP001,7,CH01,1955,1968,PSME,0,0.0687,1.5251,0.6848,0.7604,0.0527,4
TP001,7,CH01,1955,1968,TSHE,0,-1.6833,31.1201,13.0704,7.6101,4.6753,4
TP001,7,CH01,1968,1978,ALL,0,1.7913,77.4968,32.4301,26.7984,10.3043,4
TP001,7,CH01,1968,1978,PISI,0,0.1406,2.9619,1.0959,1.0505,0.1096,4
TP001,7,CH01,1968,1978,PSME,0,0.0452,1.0165,0.4564,0.5071,0.0456,4
TP001,7,CH01,1968,1978,TSHE,0,1.6055,73.5184,30.8777,25.2408,10.149,4
TP001,7,CH01,1978,1983,ALL,0,-0.377,14.0322,5.7659,3.7654,8.9484,4
TP001,7,CH01,1978,1983,PISI,0,0.1401,2.9297,1.084,1.0391,0.2168,4
TP001,7,CH01,1978,1983,PSME,0,0.0289,0.6515,0.2925,0.3251,0.0585,4
TP001,7,CH01,1978,1983,TSHE,0,-0.5459,10.451,4.3894,2.4012,8.6731,4
TP001,7,CH01,1983,1988,ALL,0,1.0203,41.0497,17.4478,14.4617,8.9716,4
TP001,7,CH01,1983,1988,PISI,0,-0.2856,-3.946,-1.46,-1.399,-0.292,4
TP001,7,CH01,1983,1988,PSME,0,0.0143,0.3305,0.1484,0.1649,0.0297,4
TP001,7,CH01,1983,1988,TSHE,0,1.2915,44.6653,18.7594,15.6958,9.2339,4
TP001,7,CH01,1988,1993,ALL,0,-6.4116,-98.5323,-41.4493,-39.8531,-5.027,4
TP001,7,CH01,1988,1993,PISI,0,0.0642,1.3525,0.5004,0.4797,0.5444,4
TP001,7,CH01,1988,1993,PSME,0,0.003,0.0665,0.0298,0.0332,0.006,4
TP001,7,CH01,1988,1993,TSHE,0,-6.4788,-99.9513,-41.9795,-40.366,-5.5774,4
TP001,7,CH01,1993,1998,ALL,0,-7.3404,-149.4698,-62.8769,-57.2304,0.4278,4
TP001,7,CH01,1993,1998,PISI,0,0.0944,2.0687,0.7654,0.7337,0.1531,4
TP001,7,CH01,1993,1998,PSME,0,0.0059,0.1333,0.0599,0.0665,0.012,4
TP001,7,CH01,1993,1998,TSHE,0,-7.4407,-151.6718,-63.7022,-58.0307,0.2627,4
TP001,7,CH01,1998,2003,ALL,0,-16.5783,-338.5413,-142.3555,-129.941,-10.1418,4
TP001,7,CH01,1998,2003,PISI,0,0.1495,3.2861,1.2159,1.1655,0.2432,4
TP001,7,CH01,1998,2003,PSME,0,-0.0059,-0.1333,-0.0599,-0.0665,-0.012,4
TP001,7,CH01,1998,2003,TSHE,0,-16.7218,-341.694,-143.5115,-131.04,-10.373,4
TP001,7,CH01,2003,2008,ALL,0,-27.6712,-580.3099,-244.4218,-223.2488,-14.68,4
TP001,7,CH01,2003,2008,PISI,0,0.082,1.8498,0.6844,0.6561,0.1369,4
TP001,7,CH01,2003,2008,PSME,0,-1.1,-20.6618,-9.2772,-10.2343,-1.8554,4
TP001,7,CH01,2003,2008,TSHE,0,-26.6532,-561.4979,-235.8291,-213.6706,-12.9615,4
TP001,7,CH03,1935,1940,ALL,0,1.1146,44.7956,17.4155,15.6357,3.4831,4
TP001,7,CH03,1935,1940,PISI,0,0.8567,28.032,10.3718,9.945,2.0744,4
TP001,7,CH03,1935,1940,PSME,0,0.0064,0.1007,0.0452,0.0495,0.009,4
TP001,7,CH03,1935,1940,TSHE,0,0.2515,16.6629,6.9984,5.6412,1.3997,4
TP001,7,CH03,1940,1945,ALL,0,3.3804,86.5854,32.9238,30.5312,10.6963,4
TP001,7,CH03,1940,1945,PISI,0,3.0188,68.8655,25.4802,24.4265,7.9602,4
TP001,7,CH03,1940,1945,PSME,0,0.0025,0.0409,0.0184,0.0201,0.0037,4
TP001,7,CH03,1940,1945,TSHE,0,0.3592,17.679,7.4252,6.0847,2.7324,4
TP001,7,CH03,1945,1955,ALL,0,3.4931,106.1004,38.8667,36.0933,4.504,4
TP001,7,CH03,1945,1955,PISI,0,4.7031,112.2879,41.5465,39.8297,4.3023,4
TP001,7,CH03,1945,1955,PSME,0,-0.2112,-2.7954,-1.2551,-1.3633,-0.1255,4
TP001,7,CH03,1945,1955,TSHE,0,-0.9988,-3.392,-1.4247,-2.373,0.3272,4
TP001,7,CH03,1955,1968,ALL,0,4.3439,136.419,51.7833,47.6691,5.8778,4
TP001,7,CH03,1955,1968,PISI,0,4.081,110.2532,40.7937,39.1115,3.4689,4
TP001,7,CH03,1955,1968,PSME,0,0,0,0,0,0,4
TP001,7,CH03,1955,1968,TSHE,0,0.2628,26.1658,10.9896,8.5576,2.3124,4
TP001,7,CH03,1968,1978,ALL,0,3.0904,103.0905,39.4686,36.2645,7.2591,4
TP001,7,CH03,1968,1978,PISI,0,2.5015,76.5888,28.3379,27.1714,4.6579,4
TP001,7,CH03,1968,1978,TSHE,0,0.5889,26.5017,11.1307,9.0931,2.6012,4
TP001,7,CH03,1978,1983,ALL,0,-1.2369,1.5455,-0.5085,-1.0868,5.499,4
TP001,7,CH03,1978,1983,PISI,0,0.58,23.1515,8.5661,8.2147,5.5212,4
TP001,7,CH03,1978,1983,TSHE,0,-1.8169,-21.606,-9.0745,-9.3015,-0.0222,4
TP001,7,CH03,1983,1988,ALL,0,1.6801,50.6545,19.4155,17.9396,10.7366,4
TP001,7,CH03,1983,1988,PISI,0,1.2441,37.1871,13.7592,13.1927,6.3093,4
TP001,7,CH03,1983,1988,TSHE,0,0.436,13.4674,5.6563,4.7468,4.4273,4
TP001,7,CH03,1988,1993,ALL,0,-1.3476,4.2111,-0.3794,-0.6612,2.1452,4
TP001,7,CH03,1988,1993,PISI,0,1.3345,42.96,15.8952,15.2415,4.8914,4
TP001,7,CH03,1988,1993,TSHE,0,-2.6821,-38.749,-16.2746,-15.9026,-2.7462,4
TP001,7,CH03,1993,1998,ALL,0,-0.7317,4.7402,1.3444,1.0918,7.0822,4
TP001,7,CH03,1993,1998,PISI,0,-0.1178,12.9302,4.7842,4.5907,2.8024,4
TP001,7,CH03,1993,1998,TSHE,0,-0.6139,-8.1901,-3.4398,-3.4989,4.2798,4
TP001,7,CH03,1998,2003,ALL,0,-7.7811,-146.0002,-60.8078,-55.3029,-7.4474,4
TP001,7,CH03,1998,2003,PISI,0,-1.1868,-10.2456,-3.7909,-3.6292,1.9111,4
TP001,7,CH03,1998,2003,TSHE,0,-6.5944,-135.7546,-57.0169,-51.6736,-9.3585,4
