DBCODE,ENTITY,PLOTID,YEAR_BEGIN,YEAR_END,SPECIES,DELTA_TPH_NHA,DELTA_BA_M2HA,DELTA_VOL_M3HA,DELTA_BIO_MGHA,DELTA_JENKBIO_MGHA,MEAN_ANNUAL_NPP_BIO,MEAN_ANNUAL_NPP_JENKBIO
TP001,9,RS240016,1988,1994,ALL,0,5.1152,101.5302,45.475,50.2173,9.1527,51.9284
TP001,7,RS240016,1988,1994,PSME,0,4.752,97.6668,43.8524,48.5386,8.8822,9.8009
TP001,7,RS240016,1988,1994,TSHE,0,0.3632,3.8634,1.6226,1.6787,0.2704,0.2798
TP001,9,RS240016,1994,2000,ALL,0,-0.5712,19.3258,8.4858,9.7633,1.4143,9.7633
TP001,7,RS240016,1994,2000,PSME,0,-1.1392,12.7226,5.7124,6.9523,0.9521,1.1587
TP001,7,RS240016,1994,2000,TSHE,0,0.568,6.6032,2.7733,2.811,0.4622,0.4685
TP001,9,RS240016,2000,2006,ALL,0,5.6448,119.4339,53.5279,59.2258,13.7426,64.4701
TP001,7,RS240016,2000,2006,PSME,0,5.3728,116.0566,52.1094,57.8035,13.5062,14.8782
TP001,7,RS240016,2000,2006,TSHE,0,0.272,3.3773,1.4184,1.4223,0.2364,0.237
TP001,9,RS250001,1977,1984,ALL,0,2.9168,86.2404,38.6248,42.021,5.5178,42.021
TP001,7,RS250001,1977,1984,PSME,0,2.6528,76.2252,34.2251,38.4594,4.8893,5.4942
TP001,7,RS250001,1977,1984,TABR,0,0.0656,1.0742,0.6445,0.4278,0.0921,0.0611
TP001,7,RS250001,1977,1984,TSHE,0,0.1984,8.941,3.7552,3.1337,0.5365,0.4477
TP001,9,RS250001,1984,1989,ALL,0,-24.6224,-609.4305,-274.0301,-308.1303,-54.2136,-307.5188
TP001,7,RS250001,1984,1989,PSME,0,-25.592,-630.0154,-282.8769,-315.9013,-56.5754,-63.1803
TP001,7,RS250001,1984,1989,TABR,0,0.0656,1.1173,0.6704,0.4437,0.1341,0.0887
TP001,7,RS250001,1984,1989,TSHE,0,0.904,19.4676,8.1764,7.3272,2.2277,2.077
TP001,9,RS250001,1989,1995,ALL,0,1.5136,29.4365,12.4694,11.3628,54.0473,69.4302
TP001,7,RS250001,1989,1995,PSME,0,0.2384,1.8811,0.8446,0.9435,52.1098,58.2246
TP001,7,RS250001,1989,1995,TABR,0,0.016,0.2861,0.1717,0.1134,0.0286,0.0189
TP001,7,RS250001,1989,1995,TSHE,0,1.2592,27.2693,11.4531,10.3059,1.9089,1.7177
TP001,9,RS250001,1995,2001,ALL,0,4.272,128.9997,57.3792,62.9149,9.6058,62.964
TP001,7,RS250001,1995,2001,PSME,0,3.76,110.321,49.5341,56.2802,8.2557,9.38
TP001,7,RS250001,1995,2001,TABR,0,0,0,0,0,0,0
TP001,7,RS250001,1995,2001,TSHE,0,0.512,18.6787,7.8451,6.6347,1.3501,1.1549
TP001,9,RS250001,2001,2007,ALL,0,0.1824,17.5648,7.9452,7.0416,1.9304,7.6616
TP001,7,RS250001,2001,2007,PSME,0,0.4032,9.5106,4.2703,4.788,0.7117,0.798
TP001,7,RS250001,2001,2007,TABR,0,0.0944,1.6231,0.9739,0.6419,0.1623,0.107
TP001,7,RS250001,2001,2007,TSHE,0,-0.3152,6.4311,2.7011,1.6116,1.0564,0.8886
TP001,9,RS250002,1977,1984,ALL,0,1.32,44.946,19.7767,20.5635,2.8252,20.5635
TP001,7,RS250002,1977,1984,PSME,0,0.992,31.0123,13.9245,15.6384,1.9892,2.2341
TP001,7,RS250002,1977,1984,TSHE,0,0.328,13.9337,5.8522,4.925,0.836,0.7036
TP001,9,RS250002,1984,1989,ALL,0,1.816,47.0892,20.4377,20.6057,4.6433,21.1944
TP001,7,RS250002,1984,1989,PSME,0,0.7232,22.7673,10.2225,11.4818,2.0445,2.2964
TP001,7,RS250002,1984,1989,TSHE,0,1.0928,24.3219,10.2152,9.1239,2.5988,2.4135
TP001,9,RS250002,1989,1995,ALL,0,-36.7488,-921.763,-411.5422,-454.1471,-68.5791,-454.1332
TP001,7,RS250002,1989,1995,PSME,0,-32.4928,-841.4406,-377.8068,-423.1843,-62.9678,-70.5307
TP001,7,RS250002,1989,1995,TSHE,0,-4.256,-80.3224,-33.7354,-30.9628,-5.6113,-5.1466
TP001,9,RS250002,1995,2001,ALL,0,2.3232,51.1288,21.4741,19.2088,74.3197,96.8543
TP001,7,RS250002,1995,2001,PSME,0,0,0,0,0,0,0
TP001,7,RS250002,1995,2001,TSHE,0,2.3232,51.1288,21.4741,19.2088,11.3519,10.3162
TP001,9,RS250002,2001,2007,ALL,0,-11.2512,-256.2405,-107.621,-95.3006,-17.9368,-95.3006
TP001,7,RS250002,2001,2007,TSHE,0,-11.2512,-256.2405,-107.621,-95.3006,-17.9368,-15.8834
TP001,9,RS250003,1977,1984,ALL,0,1.2592,30.5114,13.3086,13.7839,1.9012,13.7839
TP001,7,RS250003,1977,1984,CONU,0,0.0016,0.0131,0.0076,0.0072,0.0011,0.001
TP001,7,RS250003,1977,1984,PSME,0,0.5008,16.957,7.6137,8.5026,1.0877,1.2147
TP001,7,RS250003,1977,1984,TSHE,0,0.7568,13.5412,5.6873,5.2741,0.8125,0.7534
TP001,9,RS250003,1984,1989,ALL,0,2.9008,96.8226,42.3198,47.0218,8.464,47.0218
TP001,7,RS250003,1984,1989,CONU,0,-0.648,-5.7969,-3.3622,-3.1438,-0.6724,-0.6288
TP001,7,RS250003,1984,1989,PSME,0,2.8448,89.0282,39.9737,44.9508,7.9947,8.9902
TP001,7,RS250003,1984,1989,TSHE,0,0.704,13.5912,5.7083,5.2148,1.1417,1.043
TP001,9,RS250003,1989,1995,ALL,0,1.6784,53.0871,23.338,24.3235,4.4527,24.8499
TP001,7,RS250003,1989,1995,CONU,0,0,0,0,0,0.563,0.5264
TP001,7,RS250003,1989,1995,PSME,0,1.12,35.9115,16.1243,18.1112,2.6874,3.0185
TP001,7,RS250003,1989,1995,TSHE,0,0.5584,17.1756,7.2138,6.2122,1.2023,1.0354
TP001,9,RS250003,1995,2001,ALL,0,2.9328,79.0897,34.9338,38.1319,6.2675,38.5936
TP001,7,RS250003,1995,2001,CONU,0,0.0016,0.0139,0.0081,0.0076,0.0013,0.0013
TP001,7,RS250003,1995,2001,PSME,0,1.9344,59.1004,26.5361,30.4924,4.4227,5.0821
TP001,7,RS250003,1995,2001,TSHE,0,0.9968,19.9754,8.3897,7.6319,1.8435,1.7337
TP001,9,RS250003,2001,2007,ALL,0,-0.9344,-13.9132,-6.2514,-7.6767,-1.0419,-7.6767
TP001,7,RS250003,2001,2007,CONU,0,0.0048,0.0286,0.0166,0.0156,0.0028,0.0026
TP001,7,RS250003,2001,2007,PSME,0,-0.4512,-14.2219,-6.3856,-7.1645,-1.0643,-1.1941
TP001,7,RS250003,2001,2007,TSHE,0,-0.488,0.2802,0.1177,-0.5278,0.0196,-0.088
TP001,9,RS250004,1977,1984,ALL,0,1.6624,36.6868,15.7371,15.3324,2.2482,15.3324
TP001,7,RS250004,1977,1984,PSME,0,0.3936,11.3315,5.0879,5.7152,0.7268,0.8165
TP001,7,RS250004,1977,1984,TSHE,0,1.2688,25.3553,10.6492,9.6173,1.5213,1.3739
TP001,9,RS250004,1984,1989,ALL,0,2.328,68.0891,29.8972,30.9611,5.9794,30.9611
TP001,7,RS250004,1984,1989,PSME,0,1.544,44.8195,20.1239,22.6144,4.0248,4.5229
TP001,7,RS250004,1984,1989,TSHE,0,0.784,23.2696,9.7732,8.3466,1.9546,1.6693
TP001,9,RS250004,1989,1995,ALL,0,-4.0032,-64.7162,-27.4688,-27.3434,-4.1064,-26.8554
TP001,7,RS250004,1989,1995,PSME,0,-0.3392,-9.9308,-4.4589,-5.012,-0.7432,-0.8353
TP001,7,RS250004,1989,1995,TSHE,0,-3.664,-54.7854,-23.0099,-22.3314,-3.3632,-3.2339
TP001,9,RS250004,1995,2001,ALL,0,4.416,109.8039,48.1598,50.5275,13.661,55.9249
TP001,7,RS250004,1995,2001,PSME,0,2.2992,70.4199,31.6185,35.5176,5.2698,5.9196
TP001,7,RS250004,1995,2001,TSHE,0,2.1168,39.384,16.5413,15.0099,8.3912,7.8991
TP001,9,RS250004,2001,2007,ALL,0,-7.3824,-181.8552,-76.5343,-67.7441,-12.7433,-67.729
TP001,7,RS250004,2001,2007,PSME,0,-0.1232,-5.3484,-2.4014,-2.6811,-0.4002,-0.4468
TP001,7,RS250004,2001,2007,TSHE,0,-7.2592,-176.5068,-74.1328,-65.0631,-12.3431,-10.8287
TP001,9,RS250005,1977,1984,ALL,0,-0.5328,19.4889,9.4214,11.545,1.3459,11.545
TP001,7,RS250005,1977,1984,CONU,0,0.04,0.3288,0.1907,0.1792,0.0272,0.0256
TP001,7,RS250005,1977,1984,PSME,0,1.2768,40.8081,18.3228,20.5896,2.6175,2.9414
TP001,7,RS250005,1977,1984,TSHE,0,-1.8496,-21.648,-9.0922,-9.2238,-1.2989,-1.3177
TP001,9,RS250005,1984,1989,ALL,0,4.0544,117.2502,51.9042,56.8966,13.0013,59.4688
TP001,7,RS250005,1984,1989,CONU,0,-0.24,-1.6851,-0.9773,-0.9213,-0.1955,-0.1843
TP001,7,RS250005,1984,1989,PSME,0,3.3056,100.9916,45.3452,50.9139,9.069,10.1828
TP001,7,RS250005,1984,1989,TSHE,0,0.9888,17.9436,7.5363,6.9041,4.1277,3.953
TP001,9,RS250005,1989,1995,ALL,0,-42.9504,-1201.5347,-540.3112,-608.7327,-89.8671,-608.5587
TP001,7,RS250005,1989,1995,CONU,0,0.0656,0.5223,0.3029,0.2843,0.2352,0.2214
TP001,7,RS250005,1989,1995,PSME,0,-44.496,-1232.7662,-553.512,-620.6379,-92.252,-103.4396
TP001,7,RS250005,1989,1995,TSHE,0,1.48,30.7092,12.8979,11.6209,2.1496,1.9368
TP001,9,RS250005,1995,2001,ALL,0,1.7504,66.2091,29.4755,31.5734,96.9445,134.7683
TP001,7,RS250005,1995,2001,CONU,0,-0.0048,-0.0002,-0.0001,-0.0007,0,-0.0001
TP001,7,RS250005,1995,2001,PSME,0,1.8896,57.5066,25.8205,28.9886,96.3354,108.0264
TP001,7,RS250005,1995,2001,TSHE,0,-0.1344,8.7026,3.6551,2.5856,0.6092,0.4309
TP001,9,RS250005,2001,2007,ALL,0,-8.2928,-146.2412,-66.5186,-76.1931,-10.035,-75.1442
TP001,7,RS250005,2001,2007,CONU,0,-0.0656,-0.1459,-0.0846,-0.0853,-0.0141,-0.0142
TP001,7,RS250005,2001,2007,PSME,0,-9.3008,-174.9648,-78.5592,-86.6634,-13.0932,-14.4439
TP001,7,RS250005,2001,2007,TSHE,0,1.0736,28.8695,12.1252,10.5556,3.0723,2.8082
TP001,9,RS250006,1977,1984,ALL,0,-3.9056,-68.4886,-27.1321,-18.7277,-3.876,-18.7277
TP001,7,RS250006,1977,1984,PSME,0,1.9136,56.3134,25.2847,28.4055,3.6121,4.0579
TP001,7,RS250006,1977,1984,TSHE,0,-5.8192,-124.802,-52.4169,-47.1332,-7.4881,-6.7333
TP001,9,RS250006,1984,1989,ALL,0,2.1968,59.3903,26.5108,29.4278,16.3249,39.4157
TP001,7,RS250006,1984,1989,PSME,0,1.8336,54.0296,24.2593,27.2632,4.8519,5.4526
TP001,7,RS250006,1984,1989,TSHE,0,0.3632,5.3608,2.2515,2.1646,11.473,10.4208
TP001,9,RS250006,1989,1995,ALL,0,1.504,20.2228,8.681,9.1464,1.6635,9.3887
TP001,7,RS250006,1989,1995,PSME,0,0.2448,6.4644,2.9025,3.2466,0.4837,0.5411
TP001,7,RS250006,1989,1995,TSHE,0,1.2592,13.7584,5.7785,5.8999,1.1797,1.2256
TP001,9,RS250006,1995,2001,ALL,0,3.4896,81.0134,35.9252,39.5334,5.9978,39.546
TP001,7,RS250006,1995,2001,PSME,0,2.2496,65.5014,29.4101,33.0526,4.9017,5.5088
TP001,7,RS250006,1995,2001,TSHE,0,1.24,15.512,6.515,6.4808,1.0961,1.0927
TP001,9,RS250006,2001,2007,ALL,0,-1.3104,8.0877,5.9021,13.3395,1.0251,13.3873
TP001,7,RS250006,2001,2007,PSME,0,2.848,86.3865,38.7875,43.5836,6.4646,7.2639
TP001,7,RS250006,2001,2007,TSHE,0,-4.1584,-78.2987,-32.8855,-30.2441,-5.4395,-4.9929
TP001,9,RS250007,1977,1984,ALL,0,3.8448,102.6873,45.748,50.4614,6.5354,50.4614
TP001,7,RS250007,1977,1984,PSME,0,3.0512,90.3218,40.5545,45.5463,5.7935,6.5066
TP001,7,RS250007,1977,1984,TSHE,0,0.7936,12.3655,5.1935,4.9151,0.7419,0.7022
TP001,9,RS250007,1984,1989,ALL,0,2.4896,64.8029,28.7502,31.3025,5.75,31.3025
TP001,7,RS250007,1984,1989,PSME,0,1.8,52.8626,23.7353,26.6514,4.7471,5.3303
TP001,7,RS250007,1984,1989,TSHE,0,0.6896,11.9402,5.0149,4.6511,1.003,0.9302
TP001,9,RS250007,1989,1995,ALL,0,1.6368,34.5621,14.9439,15.2322,2.4907,15.2322
TP001,7,RS250007,1989,1995,PSME,0,0.4848,14.7543,6.6247,7.4517,1.1041,1.2419
TP001,7,RS250007,1989,1995,TSHE,0,1.152,19.8077,8.3192,7.7805,1.3865,1.2968
TP001,9,RS250007,1995,2001,ALL,0,2.368,54.3874,23.963,25.821,3.9938,25.821
TP001,7,RS250007,1995,2001,PSME,0,1.2512,38.6313,17.3455,19.508,2.8909,3.2513
TP001,7,RS250007,1995,2001,TSHE,0,1.1168,15.756,6.6175,6.313,1.1029,1.0522
TP001,9,RS250007,2001,2007,ALL,0,-25.008,-549.8859,-241.778,-252.8414,-40.2963,-252.8414
TP001,7,RS250007,2001,2007,PSME,0,-16.7216,-373.3074,-167.615,-186.3255,-27.9358,-31.0542
TP001,7,RS250007,2001,2007,TSHE,0,-8.2864,-176.5785,-74.163,-66.516,-12.3605,-11.086
TP001,9,RS250008,1977,1984,ALL,0,-5.4368,-116.7287,-47.0662,-33.5425,-6.7237,-33.5425
TP001,7,RS250008,1977,1984,PSME,0,2.296,67.5824,30.3445,34.7329,4.3349,4.9618
TP001,7,RS250008,1977,1984,TSHE,0,-7.7328,-184.3112,-77.4107,-68.2754,-11.0587,-9.7536
TP001,9,RS250008,1984,1989,ALL,0,-3.2064,-54.4885,-21.2687,-13.5211,11.7385,0.7018
TP001,7,RS250008,1984,1989,PSME,0,1.8736,55.7397,25.0271,28.1048,5.0054,5.621
TP001,7,RS250008,1984,1989,TSHE,0,-5.08,-110.2282,-46.2959,-41.6259,6.7331,5.8977
TP001,9,RS250008,1989,1995,ALL,0,-39.8976,-929.4046,-417.5121,-466.4722,-61.23,-458.8827
TP001,7,RS250008,1989,1995,PSME,0,-39.6112,-936.6274,-420.5457,-468.7222,-70.091,-78.1204
TP001,7,RS250008,1989,1995,TSHE,0,-0.2864,7.2228,3.0336,2.25,8.8609,7.9644
TP001,9,RS250008,1995,2001,ALL,0,0.9632,21.8179,9.4457,9.6306,72.327,88.4501
TP001,7,RS250008,1995,2001,PSME,0,0.312,9.7301,4.3688,4.9061,70.3646,78.4277
TP001,7,RS250008,1995,2001,TSHE,0,0.6512,12.0878,5.0769,4.7245,1.9624,1.9969
TP001,9,RS250008,2001,2007,ALL,0,2.9696,50.9068,21.7365,21.772,4.445,22.6222
TP001,7,RS250008,2001,2007,PSME,0,0.3936,12.2639,5.5065,6.1839,0.9177,1.0307
TP001,7,RS250008,2001,2007,TSHE,0,2.576,38.6429,16.23,15.5881,3.5272,3.4482
TP001,9,RS250009,1977,1984,ALL,0,5.9968,186.2006,83.1916,92.076,11.8845,92.076
TP001,7,RS250009,1977,1984,PSME,0,5.4192,171.9752,77.2169,86.8088,11.031,12.4013
TP001,7,RS250009,1977,1984,TSHE,0,0.5776,14.2255,5.9747,5.2672,0.8535,0.7525
TP001,9,RS250009,1984,1989,ALL,0,3.8768,107.1278,47.7008,52.336,9.6668,52.4789
TP001,7,RS250009,1984,1989,PSME,0,3.1808,93.3479,41.9132,47.1027,8.3826,9.4205
TP001,7,RS250009,1984,1989,TSHE,0,0.696,13.78,5.7876,5.2334,1.2841,1.1895
TP001,9,RS250009,1989,1995,ALL,0,2.0688,47.9535,20.7638,20.8782,3.4606,20.8782
TP001,7,RS250009,1989,1995,PSME,0,0.7408,21.4954,9.6514,10.8257,1.6086,1.8043
TP001,7,RS250009,1989,1995,TSHE,0,1.328,26.4581,11.1124,10.0524,1.8521,1.6754
TP001,9,RS250009,1995,2001,ALL,0,-23.2512,-573.6963,-258.0576,-289.1505,-43.0096,-289.1505
TP001,7,RS250009,1995,2001,PSME,0,-24.264,-589.8336,-264.8353,-295.5611,-44.1392,-49.2602
TP001,7,RS250009,1995,2001,TSHE,0,1.0128,16.1373,6.7777,6.4106,1.1296,1.0684
TP001,9,RS250009,2001,2007,ALL,0,-4.7584,-72.7762,-33.4089,-38.7788,42.5023,14.9
TP001,7,RS250009,2001,2007,PSME,0,-5.8176,-98.0315,-44.0161,-48.2477,40.7344,45.6374
TP001,7,RS250009,2001,2007,TSHE,0,1.0592,25.2553,10.6072,9.469,1.7679,1.5782
TP001,9,RS250010,1977,1984,ALL,0,2.7664,89.8842,39.8689,42.5769,5.6956,42.5769
TP001,7,RS250010,1977,1984,PSME,0,2.4224,73.0183,32.7852,36.8086,4.6836,5.2584
TP001,7,RS250010,1977,1984,TSHE,0,0.344,16.8659,7.0837,5.7683,1.012,0.824
TP001,9,RS250010,1984,1989,ALL,0,-2.9392,-38.2737,-14.9529,-10.4051,-1.8622,-9.2738
TP001,7,RS250010,1984,1989,PSME,0,1.2768,38.6917,17.3726,19.5083,3.4745,3.9017
TP001,7,RS250010,1984,1989,TSHE,0,-4.216,-76.9654,-32.3255,-29.9134,-5.3367,-4.8513
TP001,9,RS250010,1989,1995,ALL,0,2.6752,78.4454,34.2437,34.8491,12.8839,41.4301
TP001,7,RS250010,1989,1995,PSME,0,1.504,44.711,20.0752,22.545,3.3459,3.7575
TP001,7,RS250010,1989,1995,TSHE,0,1.1712,33.7344,14.1685,12.3041,9.538,8.6317
TP001,9,RS250010,1995,2001,ALL,0,5.3856,143.9313,63.3513,66.9343,10.8333,67.2444
TP001,7,RS250010,1995,2001,PSME,0,3.3216,100.0035,44.9016,50.4447,7.4836,8.4074
TP001,7,RS250010,1995,2001,TSHE,0,2.064,43.9278,18.4497,16.4896,3.3497,3.0584
TP001,9,RS250010,2001,2007,ALL,0,10.5456,293.8433,130.327,141.883,21.7212,141.883
TP001,7,RS250010,2001,2007,PSME,0,7.8928,238.3735,107.0297,121.0048,17.8383,20.1675
TP001,7,RS250010,2001,2007,TSHE,0,2.6528,55.4698,23.2973,20.8781,3.8829,3.4797
TP001,9,RS250011,1977,1984,ALL,0,1.7712,36.1151,15.2616,14.0736,2.1802,14.0736
TP001,7,RS250011,1977,1984,PSME,0,0.1248,3.2162,1.4441,1.6139,0.2063,0.2306
TP001,7,RS250011,1977,1984,TSHE,0,1.6464,32.8989,13.8175,12.4597,1.9739,1.78
TP001,9,RS250011,1984,1989,ALL,0,-4.4144,-85.709,-35.6757,-31.5436,-7.1351,-31.5436
TP001,7,RS250011,1984,1989,PSME,0,0.4304,11.1074,4.9872,5.5749,0.9974,1.115
TP001,7,RS250011,1984,1989,TSHE,0,-4.8448,-96.8164,-40.6629,-37.1185,-8.1326,-7.4237
TP001,9,RS250011,1989,1995,ALL,0,-8.4448,-143.9684,-60.4091,-56.3625,-1.2624,-48.3829
TP001,7,RS250011,1989,1995,PSME,0,0.0768,1.9879,0.8925,0.9979,0.1488,0.1663
TP001,7,RS250011,1989,1995,TSHE,0,-8.5216,-145.9562,-61.3016,-57.3605,-1.4112,-1.5805
TP001,9,RS250011,1995,2001,ALL,0,2.5552,42.8313,18.2222,17.6623,15.3039,29.0549
TP001,7,RS250011,1995,2001,PSME,0,0.3104,8.035,3.6077,4.0342,0.6013,0.6724
TP001,7,RS250011,1995,2001,TSHE,0,2.2448,34.7963,14.6144,13.6281,14.7026,13.6639
TP001,9,RS250011,2001,2007,ALL,0,-20.408,-646.9775,-271.4538,-225.0734,-45.2423,-225.0734
TP001,7,RS250011,2001,2007,PSME,0,0.3648,9.5439,4.2852,4.7929,0.7142,0.7988
TP001,7,RS250011,2001,2007,TSHE,0,-20.7728,-656.5214,-275.739,-229.8663,-45.9565,-38.311
TP001,9,RS250012,1977,1984,ALL,0,2.7968,68.0775,30.0962,32.6393,4.2995,32.6393
TP001,7,RS250012,1977,1984,PSME,0,1.7696,51.8513,23.2813,26.1423,3.3259,3.7346
TP001,7,RS250012,1977,1984,TSHE,0,1.0272,16.2262,6.815,6.497,0.9736,0.9281
TP001,9,RS250012,1984,1989,ALL,0,2.3216,55.6798,24.5531,26.4649,4.9471,26.5076
TP001,7,RS250012,1984,1989,PSME,0,1.336,40.2633,18.0782,20.3041,3.6156,4.0608
TP001,7,RS250012,1984,1989,TSHE,0,0.9856,15.4165,6.4749,6.1608,1.3314,1.2748
TP001,9,RS250012,1989,1995,ALL,0,0.84,56.265,26.08,31.2249,4.3467,31.2249
TP001,7,RS250012,1989,1995,PSME,0,2.7344,84.438,37.9126,42.5822,6.3188,7.097
TP001,7,RS250012,1989,1995,TSHE,0,-1.8944,-28.173,-11.8327,-11.3573,-1.9721,-1.8929
TP001,9,RS250012,1995,2001,ALL,0,-23.2208,-530.0862,-236.3494,-258.4109,-36.1405,-255.2949
TP001,7,RS250012,1995,2001,PSME,0,-20.3824,-472.8694,-212.3184,-236.5268,-35.3864,-39.4211
TP001,7,RS250012,1995,2001,TSHE,0,-2.8384,-57.2168,-24.031,-21.8841,-0.7541,-0.5313
TP001,9,RS250012,2001,2007,ALL,0,2.232,48.4674,20.919,21.2599,49.1514,71.1538
TP001,7,RS250012,2001,2007,PSME,0,0.6144,19.4022,8.7116,9.7858,41.5953,46.3953
TP001,7,RS250012,2001,2007,TSHE,0,1.6176,29.0652,12.2074,11.4741,7.5561,7.042
TP001,9,RS250013,1977,1984,ALL,0,1.8992,51.112,22.37,23.088,3.1957,23.088
TP001,7,RS250013,1977,1984,PSME,0,1.12,31.1353,13.9798,15.6821,1.9971,2.2403
TP001,7,RS250013,1977,1984,TSHE,0,0.7792,19.9767,8.3902,7.4059,1.1986,1.058
TP001,9,RS250013,1984,1989,ALL,0,-7.0416,-154.4739,-63.667,-51.816,-12.564,-51.6238
TP001,7,RS250013,1984,1989,PSME,0,1.4672,41.7936,18.7653,21.072,3.7531,4.2144
TP001,7,RS250013,1984,1989,TSHE,0,-8.5088,-196.2675,-82.4323,-72.888,-16.317,-14.3854
TP001,9,RS250013,1989,1995,ALL,0,1.608,38.7446,16.9419,17.6363,17.8428,30.9525
TP001,7,RS250013,1989,1995,PSME,0,0.8384,23.0742,10.3603,11.6167,1.7267,1.9361
TP001,7,RS250013,1989,1995,TSHE,0,0.7696,15.6704,6.5816,6.0196,16.1161,14.3194
TP001,9,RS250013,1995,2001,ALL,0,1.4192,46.7511,20.5387,21.1002,3.4598,21.1429
TP001,7,RS250013,1995,2001,PSME,0,1.16,31.1459,13.9845,15.6628,2.3307,2.6105
TP001,7,RS250013,1995,2001,TSHE,0,0.2592,15.6053,6.5542,5.4375,1.1291,0.9489
TP001,9,RS250013,2001,2007,ALL,0,1.0608,59.4008,26.4442,28.3489,4.9381,28.9176
TP001,7,RS250013,2001,2007,PSME,0,1.816,51.5809,23.1598,26.6605,3.86,4.4434
TP001,7,RS250013,2001,2007,TSHE,0,-0.7552,7.82,3.2844,1.6884,1.0782,0.85
TP001,9,RS250014,1977,1984,ALL,0,4.6288,117.4751,51.7713,54.5714,7.3959,54.5714
TP001,7,RS250014,1977,1984,CONU,0,0.0096,0.053,0.0308,0.0291,0.0044,0.0042
TP001,7,RS250014,1977,1984,PSME,0,2.7168,79.1232,35.5263,39.8672,5.0752,5.6953
TP001,7,RS250014,1977,1984,THPL,0,-0.0768,-1.2025,-0.3764,-0.4809,-0.0538,-0.0687
TP001,7,RS250014,1977,1984,TSHE,0,1.9792,39.5013,16.5906,15.156,2.3701,2.1651
TP001,9,RS250014,1984,1989,ALL,0,4.7888,118.4576,51.0014,53.9698,10.2181,53.9913
TP001,7,RS250014,1984,1989,CONU,0,-0.0336,-0.1309,-0.0759,-0.073,-0.0152,-0.0146
TP001,7,RS250014,1984,1989,PSME,0,2.4048,70.6751,31.7331,35.6272,6.3466,7.1254
TP001,7,RS250014,1984,1989,THPL,0,0.4656,7.284,2.2799,2.9121,0.456,0.5824
TP001,7,RS250014,1984,1989,TSHE,0,1.952,40.6294,17.0644,15.5035,3.4307,3.1223
TP001,9,RS250014,1989,1995,ALL,0,0.9984,43.8455,20.0448,20.6951,3.4089,20.7713
TP001,7,RS250014,1989,1995,CONU,0,0.0144,0.0991,0.0575,0.0543,0.0272,0.0259
TP001,7,RS250014,1989,1995,PSME,0,1.4208,39.1534,17.5799,19.7086,2.93,3.2848
TP001,7,RS250014,1989,1995,THPL,0,-0.2848,-4.471,-1.3994,-1.7872,-0.2332,-0.2979
TP001,7,RS250014,1989,1995,TSHE,0,-0.152,9.064,3.8069,2.7194,0.685,0.5126
TP001,9,RS250014,1995,2001,ALL,0,-37.6544,-682.5959,-281.7224,-325.3395,-45.1348,-323.5618
TP001,7,RS250014,1995,2001,CONU,0,0,0,0,0,0,0
TP001,7,RS250014,1995,2001,PSME,0,-19.6688,-454.9304,-204.2637,-227.5017,-34.044,-37.9169
TP001,7,RS250014,1995,2001,THPL,0,-13.2544,-169.7278,-53.1248,-73.3633,-8.8541,-12.2272
TP001,7,RS250014,1995,2001,TSHE,0,-4.7312,-57.9377,-24.3338,-24.4745,-2.2367,-2.3014
TP001,9,RS250014,2001,2007,ALL,0,2.5728,51.7686,22.0227,20.8573,59.9892,84.7071
TP001,7,RS250014,2001,2007,CONU,0,0.0624,0.3273,0.1898,0.1805,0.0316,0.0301
TP001,7,RS250014,2001,2007,PSME,0,0.2688,7.8453,3.5225,3.9559,40.0053,44.6087
TP001,7,RS250014,2001,2007,THPL,0,0,0,0,0,0,0
TP001,7,RS250014,2001,2007,TSHE,0,2.2416,43.596,18.3103,16.7209,11.0982,10.46
TP001,9,RS250015,1977,1984,ALL,0,1.2272,47.483,20.9068,21.3563,2.9867,21.3563
TP001,7,RS250015,1977,1984,PSME,0,1.1328,33.2389,14.9242,16.7786,2.132,2.3969
TP001,7,RS250015,1977,1984,TSHE,0,0.0944,14.2442,5.9826,4.5777,0.8547,0.654
TP001,9,RS250015,1984,1989,ALL,0,2.6784,58.8776,24.6989,21.9138,7.3916,24.2873
TP001,7,RS250015,1984,1989,PSME,0,-0.0336,-1.0241,-0.4598,-0.517,-0.092,-0.1034
TP001,7,RS250015,1984,1989,TSHE,0,2.712,59.9016,25.1587,22.4309,7.4836,6.8597
TP001,9,RS250015,1989,1995,ALL,0,-4.9856,-58.2095,-22.7375,-16.6218,-3.7896,-16.6218
TP001,7,RS250015,1989,1995,PSME,0,1.984,58.9821,26.483,29.7911,4.4138,4.9652
TP001,7,RS250015,1989,1995,TSHE,0,-6.9696,-117.1916,-49.2205,-46.4129,-8.2034,-7.7355
TP001,9,RS250015,1995,2001,ALL,0,-23.2096,-590.756,-266.7461,-302.3319,-32.7387,-291.4509
TP001,7,RS250015,1995,2001,PSME,0,-25.9856,-642.3662,-288.4224,-322.0723,-48.0704,-53.6787
TP001,7,RS250015,1995,2001,TSHE,0,2.776,51.6102,21.6763,19.7404,15.3317,14.171
TP001,9,RS250015,2001,2007,ALL,0,-4.4288,-127.927,-53.7624,-46.4446,39.1198,7.2461
TP001,7,RS250015,2001,2007,PSME,0,0,0,0,0,0,0
